Latin;English;References;English Latin Pair Matches;Misspelling
Assequi;Overtake; (attain). T. 592e.;TRUE;
Asser;Beam; A. 6385. E. 1146:2. (board). M.6. 77:2. 103:3.;TRUE;
Asserere;Assert;;TRUE;
Asserini;(post-like); D.Min. 4576.;;
Assertio;Assertion; M.315:7.;TRUE;
Asseverare;Asseverate;;TRUE;
Asseveratio;Asseveration;;TRUE;
Assidere;Sit;;TRUE;
Assiduitas;Diligence;;TRUE;
Assurgere;Rise, To;;;
Assimilare;Liken;;;
Associare;Associate, To;;;
Assuefacere;Habituate, To;;;
Assuere;Sew;;;
Assuescere;Accustom (see Custom);;;
Assuetudo;Custom;;;
Assultus;Assault;;TRUE;
Assumere;Assume; H. 183:2. E. 555:11. 1182:3.;TRUE;
Assumptio;Assumption;;TRUE;
Assus;Roasted;;TRUE;
Assyria;Assyria;;;
Assyrius;Assyrian;;;
Astronomicus;Astronomical;;TRUE;
Astrum;Star;;TRUE;
Astus;Cunning;;;
Astutia;Cunning;;;
Astutus;Cunning;;;
Asylum;Asylum; J.(Post.)5.;TRUE;
Atad;Atad;;TRUE;
Atavus;Great - grandfather;;;
Atechnicus;Unskilled;;TRUE;
Ater;Black; D. 1294.;TRUE;
Athanasius;Athanasius; E. 807:3. 1103:2.;TRUE;
Atheismus;Atheism, Coro;16;;
Atheisticus;Atheistical; Coro. 35:3.;TRUE;
Athenaeum;Athenaeum;;;
Atheus;Atheist; T. 722. E. 1058:4.;TRUE;
Athleta;Wrestler;;;
Atlas;Atlas;;TRUE;
Atmosphaera;Atmosphere; E. 944:2. Aug. Idea 1.;TRUE;
Atmosphaericus;Atmospheric;;TRUE;
Atomus;Atom;;TRUE;
Atramentarium;Inkstand;;;
Atramentum;Ink;;;
Atrare;Blacken;;TRUE;
Atrium;Court;;TRUE;
Atrophia;Atrophy;;TRUE;
Atror;Blackness;;TRUE;
Atrox;Atrocious;;TRUE;
Attendere;Attend;;TRUE;
Attentio;Attention; E. 263. 294:2.;TRUE;
Attenuare;Attenuate; M. 148.;TRUE;
Attingere;Reach, To;;;
Attollere;Lift up;;;
Attractio;Attraction;;TRUE;
Attractivus;Attractive;;TRUE;
Attrahere;Attract;;TRUE;
Attribuere;Attribute, To;;;
Attributum;Attribute, An; E. 852:2.;;
Attritus;Bruised;;TRUE;
Auceps;Birdcatcher;;TRUE;
Auctor;Author;;;
Auctoramentum;Consideration; T. 181:2. De Verbo 10:2. E. 802:3.;TRUE;
Auctoritas;Authority; J. 56:4.;TRUE;
Aucupari;Catch, To; M. 294:2.;;
Aucupatio;Hunt (see Catch);;;
Audacia;Audacity;;TRUE;
Audere;Dare;;TRUE;
Audibilis;Audible (see Hear);;;
Audire;Hear;;TRUE;
Auditio;Hearing;;;
Auditorium;Auditorium;;TRUE;
Auditus;Hearing;;;
Auferre;Take away; A. 9150. 9153.;TRUE;
Aufugere;Flee away;;;
Augere;Augment;;TRUE;
Augsburgensis;Augsburg;;TRUE;
Augurare;Augur, To;  T. 78:4. E. 1067:2.;;
Augurator;Augur, Au;;;
Augurium;Augury;;TRUE;
Augustana;Augustan (see Augsburg);;;
Augustinus;Augustine;;TRUE;
Augustus;Augustus;;;
Aula;Court, A;;;
Aulaeum;Curtain, A; E. 1088:3.;;
Aulaevil;Aulaevil;;;TRUE
Aulicus;Courtier;;TRUE;
Aura;Aura;;TRUE;
Aurantia;Orange, An;;;
Aurantius;Orange;;;
Auratus;Gilded (see Gold);;;
Aurelia;Aurelia;;TRUE;
Aureus;Golden; R. 962e;TRUE;
Auricula;Auricle; - Earlap.;TRUE;
Auris;Ear;;TRUE;
Aurora;Aurora; - Dawn.;;
Aurum;Gold;;TRUE;
Auscultare;Hearken;;TRUE;
Auscultatio;Hearkening, A;;;
Auspicari;Begin; P. 255:3.;TRUE;
Auspices;Auspices;;TRUE;
Auspicium;Auspices; E. 700:7.;;
Auster;South;;;
Austerus;Severe;;TRUE;
Automaton;Automaton; E. 802:4. 817. 1138:4. 1153:6.;;
Autopsia;Dissection; (personal observation). T. 585:3.;;
Autor;Author;;TRUE;
Autumare;Suppose;;TRUE;
Autumnus;Autumn; E. 376:14.;TRUE;
Auxiliator;Helper;;TRUE;
Auxilium;Help;;;
Avaritia;Avarice;;TRUE;
Avarus;Avaricious;;TRUE;
Avel Mizraim;Abel Mizraim;;TRUE;
Avellere;Pluck off;;TRUE;
Aven;Aven;;TRUE;
Avere;Want, To; T.563:2. - Wish, To.;;
Aversari;Aversion, To feel;;TRUE;
Aversatio;Aversion;;TRUE;
Aversio;Turning away, A (see Turn);;;
Avertere;Turn away (see Turn);;;
Aviditas;Avidity;;TRUE;
Avis paradisiaca;Bird of paradise;;;
Avis;Bird;;TRUE;
Avolare;Fly; T. 600.;;
Avus;Grandfather;;TRUE;
Axis;Axis; D. 1696.;TRUE;
Azal;Azal;;TRUE;
Azylum;Asylum;;;
Azymus;Unleavened;;TRUE;
B;B;;;
Baal;Baal;;TRUE;
Babel;Babel;;;
Babylon;Babylon (see Babel);;;
Babylonia;Babylonia (see Babel); E. 1054:3. 1058:3. 1065:2. 1086:3. 1088. 1091. 1122. 1139. 1183.;;
Babylonicus;Babylonish (see Babel);;;
Babylonius;Babylonish (see Babel);;;
Bacca;Berry; T. 78.;TRUE;
Bacillum;Staff;;;
Baculus;Rod; D. 4508.;;
Badius;Brown;;TRUE;
Bajulare;Bear, To;;;
Balac;Balak;;TRUE;TRUE
Balaena;Wha1e;;;
Balbus;Stammer;;;
Balneum;Bath;;;
Balsamum;Balm;;;
Baltheus;Belt;;TRUE;
Baptisma, Baptismus;Baptism;;;
Baptizare;Baptize;;TRUE;
Baptizatio;Baptizing, A;;;
Barak;Barak;;TRUE;
Barathrum;Gulf;;;
Barba;Beard;;TRUE;
Barbarus, Barbaricus;Strange; M. 246:3.;;
Barbatus;Bearded;;TRUE;
Barck;Barck;;;TRUE
Bared;Bered;;TRUE;
Baschan;Bashan;;;
Basiliscus;Basilisk;;TRUE;
Basis;Base; E. 275:12;TRUE;
Bassus;Low;;;
Batavi;Dutch;;;
Bathus;Bath;;;
Bdellium;Bdellium;;TRUE;
Beare;Bless;;;
Beatificare;Bless;;;
Beatificatio;Blessedness (see Bless - Beare);;;
Beatitudo;Blessedness, Bliss;;;
Beelschebub, Beelzebul;Beelzebub;;;
Beer-lahai-roi;Beer-lahai-roi;;TRUE;
Beer;Beer;;TRUE;
Beerschebah;Beersheba;;TRUE;TRUE
Behemoth;Behemoth;;TRUE;
Behm;Behm;;;TRUE
Bel;Bel;;;
Bela;Bela;;;
Bellua;Beast; T. 488. Coro. 47.;TRUE;
Bellum;War;;TRUE;
Bellus;Lovely; D. 4832:9.;TRUE;
Belschazar;Belshazzar;;TRUE;
Bene;Well; R.962:9.;TRUE;
Benedicere;Bless;;TRUE;
Benedictio;Blessing;;TRUE;
Benedictus;Benedict; J.(Post.) 103.;;
Benefacere;Do well (see Do good);;;
Beneficium;Benefaction;;;
Beneplacere;To be pleasing (see Good pleasure); A.5897e.;;
Beneplacitum;Good pleasure;;TRUE;
Beneplacitus;Pleasing (see Good pleasure);;;
Benevelle;To will well (see Goodwill);;;
Beneventote;Welcome; M. 56.;TRUE;
Benevolens, Benevolentia;Goodwill;;;
Benjamin;Benjamin;;;
Benoni;Benoni;;TRUE;
Benzelius;Benzelius;;;
Benzelstierna;Benzelstierna;;;
Bera;Bera;;TRUE;
Bergenstierna;Bergenstierna;;;
Bestia;Beast;;TRUE;
Bestiarium;Den;;;
Bethaven;Bethaven;;TRUE;
Bethel;Bethel;;;
Bethesda;Betliesda;;;TRUE
Bethlechem;Bethlehem;;TRUE;
Bethogarma;Bethogarma;;TRUE;
Bethsaida;Bethsaida;;TRUE;
Bethuel;Bethuel;;;
Bezaleel;Bezaleel;;TRUE;
Bibere;Drink; A. 1072:5;TRUE;
Biblia;Bible;;TRUE;
Bibliotheca;Library;;TRUE;
Biceps;Twoheaded; M. 79:2.;;TRUE
Biduum;Days, Two;;TRUE;
Biennium;Two years;;TRUE;
Bierchenius;Bierchenius;;;TRUE
Bifidus, Bifidatio;Bifid; A. 8847.;;
Bignon;Bignon;;;TRUE
Bilanx;Balance;;;
Bileamus;Balaam; T. 655.;TRUE;
Bilha;Bilhah;;TRUE;
Biliosus;Bilious;;TRUE;
Bilis;Bile;;TRUE;
Bini;Two, Pair;;;
Binus;Twofold;;TRUE;
Bis;Twice;;TRUE;
Bissecari;Cut, To; T. 74:2.;;
Bitumen;Bitumen; P. 215e.;TRUE;
Bituminare;Bituminate;;TRUE;
Blandiri;Flatter;;;
Blanditio;Blandishment (see Flatter);;;TRUE
Blandus;Soft (see Flatter);;;
Blasphemare;Blaspheme;;TRUE;
Blasphematio;Blaspheming, AE; 803:2. 901:4.;;
Blasphemia;Blasphemy;;TRUE;
Blaterare;Babble, To;;;
Blateratio;Babbling, A;;;
Blatta;Grub; W. 338.;TRUE;
Boatio;Bellowing, A;;;
Boll;Boll;;;
Bolus;Morsel;;TRUE;
Bombarda;Cannon;;TRUE;
Bombyx;Silkworm;;TRUE;
Bondschold;Bondschold;;;TRUE
Bonum commune;Common good; H.393. 418.;;
Bonitas;Goodness (see Good);;;
Bonum Divinum;Divine good;;;
Bonum amoris;Good of love;;;
Bonum charitatis;Good of charity;;;
Bonum coeleste;Celestial good;;TRUE;
Bonum externum;External good;;TRUE;
Bonum facere;Do good;;;
Bonum fidei;Good of Faith;;TRUE;
Bonum internum;Internal good;;TRUE;
Bonum naturale;Natural good;;TRUE;
Bonum rationale;Rational good;;TRUE;
Bonum spirituale;Spiritual good;;;
Bonum veri;Good of truth;;;
Bonum vitae;Good of life;;;
Bonus;Good man;;;
Bonus;Good;;TRUE;
Borealis;Boreal;;TRUE;
Borse;Exchange, The;;;TRUE
Bos;Ox;;TRUE;
Botanicum;Botany; E. 1203:2. 1214e.;TRUE;
Botrus;Grape, Cluster;;TRUE;
Bozrah;Bozrah;;TRUE;
Brachium;Arm;;;
Bractea;Plate;;;
Brahe;Brahe;;;
Bredberg;Bredberg;;;TRUE
Brevis;Short;;TRUE;
Britanni;British;;TRUE;
Britannia;Britain;;TRUE;
Broman;Broman;;;
Bronchia;Bronchia; D. Wis. 10:5.;TRUE;
Bronchialis;Bronchial;;TRUE;
Bruchus;Bruchus; E. 543:10.;;
Bruma, Brumale;Winter;;;
Bruneus;Brown; D. 4196.;;
Brutus;Brute;;TRUE;
Bryggaren;(Swed. the brewer); D. 4582;;TRUE
Bubo;Owl;;TRUE;
Bucca;Cheek;;TRUE;
Buccina;Trumpet;;TRUE;
Buccinator;Trumpeter;;TRUE;
Bulla;Bubble, Bull;;TRUE;
Bullatus;Puffed up; - Soaked.;;
Bunge;Bunge;;;
Bus;Buz;;TRUE;
Bustum;Tomb;;TRUE;
Butyrum;Butter;;TRUE;
Buxus;Box;;TRUE;
Byssus, Byssinus;Fine linen; H. 519.;TRUE;
Confessor;Confessor;;TRUE;
Cacabus;Pan;;TRUE;
Cachinnare;Laugh, To;;;
Cachinnus;Laughter, Loud;;;
Cacumen;Peak;;TRUE;
Cadaver;Corpse;;TRUE;
Cadaverosus;Cadaverous (see Corpse);;;
Cadere;Fall, To; (to be characteristic of). A. 2468:2.;;
Caducus;Falling;;TRUE;
Cadus;Jar;;TRUE;
Caecitas;Blindness;;;
Caecus;Blind;;;
Caecutere;Blind, To be;;TRUE;TRUE
Caedere;Cut, To;;;
Caedes;Slaughter;;TRUE;
Caelum;Graving - tool;;;
Caeremonia;Ceremony;;TRUE;TRUE
Caeremonialis;Ceremonial;;TRUE;TRUE
Caeruleus;Blue; D. Min. 4712.;TRUE;
Caesius;Grey;;TRUE;
Cainita;Cainite;;TRUE;
Cainus;Cain;;TRUE;
Calamus;Cane; A. 5943:5. 6723:2. 6726. 7131.;TRUE;
Calathus;Basket;;TRUE;
Calcaneum, Calcaneus;Heel;;;
Calcare;Tread, To;;;
Calcarius;Lime, Of; M. 78:3.;TRUE;
Calceamentum, Calceus;Shoe, A;;;
Calceare;Shoe, To;;TRUE;
Calculare;Calculate;;TRUE;
Calculus;Calculation; D. 3482. - Pebble.;TRUE;
Calere;Hot, To be (see Heat);;;
Calescere;Grow hot (see Heat);;;
Calidus;Hot (see Heat);;;
Califieri;Hot, To become;;TRUE;TRUE
Caligare;Dark, To be (see Darkness - caligo);;;
Caligatio;Darkness;;TRUE;
Caliginosus;Dark (see Darkness - caligo);;;
Caligo;Darkness;;TRUE;
Calix;Cup;;TRUE;
Callere;Skilled, To be (see Crafty); H. 246.;;
Calliditas;Craftiness; A. 8247.;TRUE;
Callidus;Crafty;;;
Callosus;Hard (see Callosity);;;
Callus;Callosity;;TRUE;
Calmuki;Calmucks;;;TRUE
Calo;Drudge;;TRUE;
Calor;Heat;;;
Calvin;Calvin;;TRUE;
Calvinismus;Calvinism;;;
Calvities, Calvitium;Baldness;;;
Calvus;Bald;;TRUE;
Calx;Lime;;TRUE;
Cameleo;Giraffe;;TRUE;TRUE
Camelus, Camela;Camel;;TRUE;
Camera;Chamber;;TRUE;
Caminus;Chimney; E. 69.;;
Camoena;Authoress;;TRUE;
Campana urinatoria;Diving - bell;;;
Campanula;Bell;;TRUE;
Campestris;(see Field campus);;;
Campus;Field;;;
Canaan;Canaan;;;
Canaanaeus, Canaanita;Canaanite;;TRUE;
Canalis, Canaliculus;Trough;;;
Cancer;Crab;;TRUE;
Candela;Candle; E. 252:4.;TRUE;
Candelabrum;Candlestick;;TRUE;
Candere;Glitter white (see Bright - candidus);;;
Candidus;Bright;;TRUE;
Canere;Sing;;;
Canis;Dog;;TRUE;
Canities;Grey hair;;TRUE;
Canna;Cane;;;
Canon;Canon; T. 11. 114:2.;TRUE;
Canonicus;Clergyman;;TRUE;
Canorus;Melodius; - Singing.;;
Cantare;Sing;;;
Canticus Canticorum;Song of Songs;;TRUE;
Canticus;Song (see Sing);;;
Cantilena;Singing;;;
Cantio;Singing (see Sing);;;
Cantor;Singer;;TRUE;
Cantrix;Songstress (see Singer);;;
Cantus;Singing;;;
Canus;White;;TRUE;
Capacitas;Capacity;;TRUE;
Capella;Goat;;TRUE;
Caper;Goat;;TRUE;
Capere;Apprehend;;TRUE;
Capessere;Lay hold of;;;
Capillamentum;Hair; - Wig.;;
Capillaris, Capillaceus;Hairy;;TRUE;
Capilli;Wig;;;
Capillitium;Hairiness;;TRUE;
Capillus;Hair;;TRUE;
Capitalia;Pillows;;TRUE;
Capitellum;Head;;;
Capra;Goat;;TRUE;
Caprinus;Of goats (see Goat - caper);;;
Capsa;Coffer;;TRUE;
Captare;Captivate;;TRUE;
Captiosus;Fallacious;;TRUE;
Captivare;Captive, To take;;;
Captivitas;Captivity;;TRUE;
Captivus;Captive;;TRUE;
Captus;Apprehension;;TRUE;
Capulus;Hilt;;TRUE;
Caput;Head;;;
Carbo, Carbonarius;Charcoal;;TRUE;
Carbunculus;Carbuncle;;TRUE;
Carcer;Prison;;TRUE;
Cardiacus;Cardiac (see Heart);;;
Cardinalis;Cardinal;;TRUE;
Cardo;Hinge;;;
Carduus;Thistle;;TRUE;
Carere;Want, To;;;
Carina;Keel;;;
Carlscrona;Carlscrona;;;TRUE
Carmel;Carmel;;;
Carneus;Fleshy, Carnal;;TRUE;
Carnifex;Executioner;;;
Carnificina;Torture, Place of;;;
Caro;Flesh;;TRUE;
Carolus XII;Charles XII; J.(Post.) 350.;TRUE;
Cartesius;Descartes;;TRUE;
Cartilagineus;Cartilaginous;;TRUE;
Cartillago;Cartilage;;TRUE;TRUE
Cartush;Cartouche;;TRUE;
Casa;Cottage;;TRUE;
Caseus;Cheese; P. 254:4;;
Casia;Cassia;;TRUE;
Cassis;Helmet;;TRUE;
Cassis;Web;;TRUE;
Castanea;Chestnut;;TRUE;
Castellum;Castle;;TRUE;
Castigare;Chastise;;;
Castigatio;Chastisement;;;
Castigator;Chastiser;;;
Castitas;Chastity; E. 902:4.;TRUE;
Castra;Camp;;TRUE;
Castrametari;Encamp (see Camp);;;
Castrametatio;Encampment; (see Camp).;TRUE;
Castus;Chaste;;TRUE;
Casus;Chance;;TRUE;
Casus;Fall, A;;;
Cataracta;Cataract, A; - Cataract (the disease).;;
Catechsis, Catechismus;Catechism;;;TRUE
Catena, Catenula;Chain;;TRUE;
Caterva;Drove;;TRUE;
Catevatim;In troops (see Drove);;;TRUE
Cathedra, Chathedralis;Chair;;;TRUE
Catholicus;Catholic;;TRUE;
Catinus;Pot;;;
Catulus;Whelp;;TRUE;
Cauda;Tail;;TRUE;
Caudex;Stem;;TRUE;
Caula;Fold, A;;;
Caulis;Stem;;;
Caupona;Shop;;;
Causa;Cause, A; - A. 8211:2. E. 1207e.;;
Causatus;Caused;;TRUE;
Causticitas;Burning; Coro. 51.;TRUE;
Cautela;Caution;;TRUE;
Cautus;Cautioned; D. 3171.;TRUE;
Cavea;Den;;TRUE;
Cavere;Take care; T. 110e.;TRUE;
Caverna;Cavern;;TRUE;
Cavillatus;Jest;;TRUE;
Cavus;Hollow;;TRUE;
Cedercreutz;Cedercreutz;;;TRUE
Cedere;Yield;;TRUE;
Cederholm;Cederholm;;;TRUE
Cederstedt;Cederstedt;;;
Cedrus;Cedar, A;;;
Celare;Conceal;;TRUE;
Celeber;Celebrated;;;
Celebrare;Celebrate;;TRUE;
Celebratio;Celebration; M. 307.;TRUE;
Celebris;M; 415:5. T. 173. 300:2. 459:13.;;
Celer;Swift;;TRUE;
Celeritas;Swiftness;;TRUE;
Celeusma;Shout, A;;;
Cella;M;106;;
Cellarium;Cellar;;TRUE;
Collectio;Gathering, Collection, A; D.2391.;TRUE;
Cellula;Cell;;;
Celsitudo;Loftiness;;TRUE;
Celsus;T;618;;
Cenaculum;Dining - room;;;
Censere;Deem; M. 317. 357.;TRUE;
Census;Custom; - Salary.;TRUE;
Centeni;H;50;;
Centesimus;Hundredth;;TRUE;
Centripetentia;Centripetal;;;
Centrum;Centre; D. 2316. 2318.;TRUE;
Centum;Hundred;;TRUE;
Centuplum;Hundredfold;;TRUE;
Centuria;M; 478:2.;;
Cepa;Onion;;TRUE;
Cera;Wax; T. 453e.;TRUE;
Cerberus;Cerberus; T. 453:2. D. 2614. Coro. 40.;TRUE;
Cerebellum;Cerebellum;;TRUE;
Cerebrosus;Mad;;TRUE;
Cerebrum;Brain; A. 7359. E.837:2. D.Love xix. D.Wis. ii. iii.;TRUE;
Cereus;Waxen; T. 455a:2.;TRUE;
Cerevisia;Ale; J.(Post.)269.;TRUE;
Certe;Certainly; T. 803e.;TRUE;
Certitudo;Certainty; E. 898.;TRUE;
Certus;Certain; A. 2302.;TRUE;
Cerva;Hind;;TRUE;
Cervicalis;Cervical (see Neck);;;
Cervix;Neck;;TRUE;
Cervus, Cervinus;Stag;;;
Cespes;Sod;;TRUE;
Cessare;Cease;;TRUE;
Cessatio;Cessation;;TRUE;
Cetus;Whale;;TRUE;
Chajah;Eve;;;
Chalcolibanus;Fine brass;;TRUE;TRUE
Chaldaea;Chaldaea;;;
Chaldaeus;Chaldean;;TRUE;
Chaleb;Caleb;;;TRUE
Chalybs;Steel;;TRUE;
Cham;Ham;;TRUE;
Chamathi;Hamathites;;TRUE;TRUE
Chamor;Hamor;;;
Channah;Hannah;;TRUE;
Chanoch;Enoch;;TRUE;
Chaos;Chaos;;TRUE;
Character;Mark;;TRUE;
Characteristicon;Characteristic; A. 471 - Criterion.;TRUE;
Charan;Haran;;TRUE;TRUE
Charitas;Charity;;TRUE;
Charites;Graces, The;;;
Charta;Paper;;TRUE;
Chartaphylacium;Desk;;TRUE;
Chartular;Card (see Paper);;;TRUE
Charus;Dear;;TRUE;
Charybdis;Charybdis;;TRUE;
Chasael;Hazael;;;
Chavah;Eve;;;
Chavillah;Havilah (the land); Havilah (son of Cush). Havilah (son of Joktan).;;
Chazezon-tamar;Hazezon-tamar;;TRUE;TRUE
Chazor;Hazor;;TRUE;
Chebron;Hebron;;TRUE;
Chelbon;Helbon;;TRUE;
Cherez;Heres;;TRUE;TRUE
Chermon;Hermon;;;
Cherubus;Cherub;;TRUE;
Chesbon;Heshbon;;TRUE;
Cheth;Heth (see Hittite);;;TRUE
Chiddekel;Hiddekel;;TRUE;TRUE
Chiliarchus;Captain;;TRUE;
Chilias;Thousand;;;
Chimera;Chimera;;TRUE;
China;China;;TRUE;
Chinensis;Chinese;;TRUE;
Chirah;Hirah;;;TRUE
Chiram;Hiram;;;TRUE
Chittaeus;Hittite;;TRUE;
Chivaeus;Hivite;;TRUE;
Chiysolithus;Chrysolite;;;TRUE
Chlamys;Cloak;;TRUE;
Chobah;Hobah;;TRUE;TRUE
Chocolade;Chocolate;;TRUE;TRUE
Choenix;Measure;;;
Chomer;Homer;;;
Chonia;Coniah; E.768:18.;;TRUE
Chorda;String;;TRUE;
Chordaceus;Stringed;;TRUE;
Chorea;Dance;;TRUE;
Choreb;Horeb;;TRUE;
Choreschus;Cyrus;;TRUE;
Chorita;Horite;;TRUE;
Chorus;Choir;;TRUE;
Christianismus;Christendom, Christianity;;;
Christianus;Christian; E.948:5. 1055. 1097e. 1180:2.;TRUE;
Christina;Christina;;;
Christus;Christ; E.734:24.;TRUE;
Chronicus;Chronic; T. 534.;TRUE;
Chrysalis;Chrysalis;;TRUE;
Chrysoprasus;Chrysoprase;;;
Chul;Hul;;TRUE;TRUE
Chur;Hur;;TRUE;
Chylus;Chyle;;TRUE;
Chymicus;Chemical; E. 1214e.;TRUE;
Cibare;Feed (see Food);;;
Cibatio;Feeding (see Food);;;
Cibus;Food;;;
Cicatrix;Scar;;TRUE;
Cicer;Pea;;TRUE;
Cicero;Cicero;;TRUE;
Ciconia;Stork;;TRUE;
Cicuta;Hemlock; T. 595:2.;;
Cidaris;Mitre;;TRUE;
Ciere;Move, To; R. 205e.;;
Cilicium, Cilicinus;Hair , Cloth of;;;
Cimeliarchium;Treasury;;TRUE;
Cimelium;Treasure;;TRUE;
Cinctura;Girding, Fillet;;;
Cineritius;Cineritious;;TRUE;
Cingere;Gird;;;
Cingulum;Girdle;;;
Cinis;Ashes;;TRUE;
Cinnamomum;Cinnamon M;439e.;;
Cinnereth;Chinnereth; E.435:6.;;TRUE
Cippus;Coffin;;TRUE;
Circuitio, Circuitus;Circuit;;;
Circulare;Circulate;;;
Circulatio;Circulation;;;
Circulus;Circle;;TRUE;
Circum, Circumcirca;Around;;;
Circumcidere;Circumcise;;TRUE;
Circumcingere;Surround; W. 158. 278.;;
Circumcisio;Circumcision;;TRUE;
Circumdare;Encompass;;TRUE;
Circumditio;Encompassing, An;;;TRUE
Circumducere;Lead, To;;;
Circumferentia;Circumference;;TRUE;
Circumfundere;Surround;;TRUE;
Circumfusio;Surrounding, A;;TRUE;
Circumgyrare;Circumgyrate;;TRUE;
Circumgyratio;Circumgyration;;TRUE;
Circumindutus;Clothed (see Put on);;;
Circumlinere;Besmear;;;
Circumpressio;Circumpressure (see Press);;;
Circumrotare;Circumrotate;;TRUE;
Circumrotatio;Circumrotation;;TRUE;
Circumsepire;Hedge round, To; T. 691:3;;TRUE
Circumspargere;Sprinkle;;;
Circumspectio;Circumspection; E. 759.;TRUE;
Circumspicere;Circumspection, To exercise; A. 5089e.;;
Circumstantia;Circumstance;;TRUE;
Circumstipare;Surround;;;
Circumvagari;Wander about, To;;;
Circumvagator;Wanderer about, A;;TRUE;
Circumvelare;To veil around (see Veil);;;
Circumvertere;Turn round (see Turn at H;479:2).;;
Circumvolitare;Fly about, To;;;
Circumvolutio;Circumvolution; D.Love iii.;TRUE;
Circus;Circus;;;
Cista;Money - box;;;
Cisterna;Cistern;;TRUE;
Cithara;Harp;;TRUE;
Citharaedos;Harper;;TRUE;
Cito;Quickly;;TRUE;
Citrus;Citron;;TRUE;
Citus;Quick;;TRUE;
Cives;Citizen; D.2502e.;TRUE;
Civilis;Civil; E.948:4.;TRUE;
Civilitas;Civility;;TRUE;
Civitas;City;;TRUE;
Clam;Secretly;;;
Clamare;Cry, To; R.368.;;
Clamor;Cry, A;;;
Clanculum;Secretly; T. 638e.;;
Clandestine;Clandestinely;;TRUE;
Clandestinus;Clandestine;;TRUE;
Clangere;Sound, To;;;
Clangor;Clang, A;;;
Clare;Clearly;;TRUE;
Claritas;Clearness;;TRUE;
Clarus;Clear;;;
Classificatio;Classification;;TRUE;
Classis;Class (fleet); T.112:2.;;
Claudere;Close, To;;;
Claudicare;Halt, To (see Lame),;;;
Claudus;Lame;;TRUE;
Clausula;Close, A;;;
Clausura;Closure;;TRUE;
Clavichordium;Clavichord;;TRUE;
Claviger;Key-bearer; M.3e;TRUE;
Clavis;Key; A.3353. 6415. 8988e Coro.I.;TRUE;
Clavus;Nail;;TRUE;
Clementia;Clemency;;;
Clenodium;Jewel;;TRUE;
Clericus;Clergyman;;TRUE;
Clerus;Clergy;;TRUE;
Clibanus;Oven;;TRUE;
Cliens;Adherent; T. 447e. Coro.33:2;TRUE;
Clima;Climate; T.185.;TRUE;
Clivus;High place;;;
Clunis;Buttock;;TRUE;
Clypeus;Shield;;TRUE;
Coacervare;Heap up, To;;;
Coactio;Compulsion (see Compel);;;
Coagulatus;Curdled;;TRUE;
Coarctare;Confine;;;
Coarctatio;Contraction (see Confine);;;
Coarguere;Reprove;;;
Coaxare;Croak, To;;;
Coccejani;Cocceians;;;TRUE
Coccineus, Coccinum;Scarlet;;;
Cochlea, Cochlacae;Snail;;TRUE;
Cochlear;Spoon;;TRUE;
Coctio;Cooking;;TRUE;
Codex;Codex; E.728:2. (wooden tablets). A.9353.;TRUE;
Coelebs;Celibate; M.480.;;
Coeleste naturalis;Celestial of the Natural;;TRUE;
Coeleste spiritualis;Celestial of the Spiritual;;TRUE;
Coelestis naturalis;Celestial natural; E.832:6.;TRUE;
Coelestis rationalis;Celestial rational;;TRUE;
Coelestis spiritualis;Celestial spiritual; E.322.;;
Coelestis;Celestial; D.1059 - 1061. 3544.;TRUE;
Coelestis;Heavenly (see Heaven);;;
Coelibatus;Celibacy;;TRUE;
Coelicolae;Heavendwellers; M. 178.;;TRUE
Coelificare;Heavenmade;;TRUE;TRUE
Coelum coeleste;Celestial Heaven (see Third Heaven);;;
Coelum infimum;Lowest Heaven;;;
Coelum intimum;Inmost Heaven (see Third Heaven);;;
Coelum medium;Middle Heaven (see Second Heaven);;;
Coelum naturale;Natural Heaven;;TRUE;
Coelum novum;New Heaven;;;
Coelum primum;First Heaven;;TRUE;
Coelum prius;Former Heaven;;TRUE;
Coelum secundum;Second Heaven;;;
Coelum spirituale;Spiritual Heaven (see Second Heaven);;;
Coelum supremum;Highest Heaven (see Third Heaven);;;
Coelum tertium;Third Heaven;;TRUE;
Coelum ultimum;Ultimate Heaven (see First Heaven);;;
Coelum;Heaven;;TRUE;
Coena;Supper;;TRUE;
Coenaculum;Dining - room; T.459:3;;
Coenare;Sup, To;;TRUE;
Coenosus;Dirty;;;
Coenum;Dirt; C.J.79e. E.275:17. 666:5. 734:18;;
Coercere;Restrain;;TRUE;
Coetus;Company;;;
Cogere;Compel; Coro. 20:2.;TRUE;
Cogitare;Think (see Thought);;;
Cogitatio;Thought;;TRUE;
Cogitative;Cogitatively (see Thought);;;
Cogitativus;Cogitative(see Thought);;;
Cognatio;Relationship;;TRUE;
Cognatus;Relation;;TRUE;
Cognitio;Knowledge; A.9052. D.3600.;;
Cognitivus;Cognitive (see Know - cognoscere);;;TRUE
Cognoscere;Knowledge;;;
Cognoscibilis;Knowable;;TRUE;
Cohabitare;Dwell together, To;;;
Cohabitatio;Dwelling together, A;;;
Cohaerentia;Coherence;;TRUE;
Cohaerere;Cohere, To; T.381. - 3. 384. 448. 685. E.431:8;;
Cohobatio;Cohobation; D.Wis.iii.2.;TRUE;
Cohorrere;Shake, To;;;TRUE
Cohors;Cohort;;;
